title,slug,status,category,subcategory,url,id,date
چرا «نفهمیدنِ درست» کوانتوم، خودش یک دستاورد است؟,quantum-understanding-achievement,publish,مبانی و مفاهیم کوانتوم,,https://qpedia.ir/quantum-understanding-achievement/,575,2026-09-03 03:02:34
چرا تله پورت انسان از نظر علمی غیرممکن است؟,human-teleportation,publish,مبانی و مفاهیم کوانتوم,مفاهیم پایه,https://qpedia.ir/human-teleportation/,2501,2026-09-05 23:25:55
چرا ریاضیات کوانتوم درست است ولی فهمش سخت است؟,why-quantum-math-works,publish,مبانی و مفاهیم کوانتوم,مفاهیم پایه,https://qpedia.ir/why-quantum-math-works/,2097,2026-09-03 02:39:33
چرا کوانتوم را در زندگی روزمره حس نمی کنیم؟,quantum-classical-boundary,publish,مبانی و مفاهیم کوانتوم,مفاهیم پایه,https://qpedia.ir/quantum-classical-boundary/,2481,2026-09-05 22:39:44
چگالش بوز-اینشتین چیست؟,bose-einstein-condensate,publish,تاریخ و آزمایش‌های کوانتوم,آزمایش‌های کوانتومی,https://qpedia.ir/bose-einstein-condensate/,2254,2026-09-05 22:38:18
چگونه ادعای شبه‌علمی را در یک جمله تشخیص دهیم,spot-pseudoscience-one-sentence,publish,نقد شبه‌علم,,https://qpedia.ir/spot-pseudoscience-one-sentence/,518,2026-09-03 03:13:24
کامپیوتر توپولوژیک؛ گره ای که خطا را نمی بیند,topological-quantum-computing,publish,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/topological-quantum-computing/,2751,2026-09-09 18:02:10
کامپیوتر کوانتومی چیست و چقدر با واقعیت فاصله دارد؟,quantum-computer-reality,publish,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/quantum-computer-reality/,2098,2026-09-02 21:06:29
کریستال زمان چیست؟ ماده ای که در زمان تکرار می شود,time-crystal,publish,پدیده‌های کوانتومی,,https://qpedia.ir/time-crystal/,2487,2026-09-05 22:39:44
کنفرانس سولوی ۱۹۲۷ چه بود؟,solvay-conference-1927,publish,تاریخ و آزمایش‌های کوانتوم,تاریخ کوانتوم,https://qpedia.ir/solvay-conference-1927/,2236,2026-09-05 22:38:18
کوارک چیست؟,quark,publish,مبانی و مفاهیم کوانتوم,ذرات بنیادی,https://qpedia.ir/quark/,2229,2026-09-03 19:27:09
کوانتوم و ارادهٔ آزاد؛ آیا آینده از قبل نوشته شده؟,quantum-free-will,publish,تفسیرها و فلسفهٔ کوانتوم,,https://qpedia.ir/quantum-free-will/,2483,2026-09-05 22:39:44
کوانتوم و پزشکی,quantum-alternative-medicine-science,publish,نقد شبه‌علم,,https://qpedia.ir/quantum-alternative-medicine-science/,511,2026-09-03 03:29:13
کوانتوم یعنی چه؟,what-is-quantum,publish,مبانی و مفاهیم کوانتوم,مفاهیم پایه,https://qpedia.ir/what-is-quantum/,286,2026-08-22 22:04:55
کیوبیت چیست؟,qubit,publish,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/qubit/,312,2026-08-23 01:33:42
گرانش کوانتومی چیست؟ بزرگ ترین چالش فیزیک,quantum-gravity,publish,تفسیرها و فلسفهٔ کوانتوم,,https://qpedia.ir/quantum-gravity/,2484,2026-09-05 22:39:44
گربهٔ شرودینگر,schrodinger-cat,publish,پدیده‌های کوانتومی,,https://qpedia.ir/schrodinger-cat/,301,2026-08-23 00:29:03
گسیل تحریکی چیست؟,stimulated-emission,publish,پدیده‌های کوانتومی,,https://qpedia.ir/stimulated-emission/,2243,2026-09-05 22:38:18
گلوئون و بوزون W و Z؛ چسب هسته و واپاشی,gluon-w-z-bosons,publish,مبانی و مفاهیم کوانتوم,ذرات بنیادی,https://qpedia.ir/gluon-w-z-bosons/,2741,2026-09-09 16:00:31
گیت کوانتومی؛ آجرهای سازندهٔ کامپیوتر کوانتومی,quantum-gate,publish,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/quantum-gate/,2510,2026-09-06 00:02:42
یادگیری ماشین کوانتومی؛ وعده ها و واقعیت ها,quantum-machine-learning,publish,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/quantum-machine-learning/,2495,2026-09-05 23:05:17
آزمایش بل بدون حفره ۲۰۱۵ چه بود؟,loophole-free-bell-test,draft,تاریخ و آزمایش‌های کوانتوم,آزمایش‌های کوانتومی,https://qpedia.ir/loophole-free-bell-test/,2749,2026-09-09 09:49:48
آنزیم های ترمیم DNA؛ جهش آخر خط نیست,dna-repair-enzymes,draft,فناوری و کاربردهای کوانتومی,زیست‌شناسی کوانتومی,https://qpedia.ir/dna-repair-enzymes/,2746,2026-09-09 09:49:48
ابررسانایی توپولوژیک؛ زوج با گره در لبه,topological-superconductivity,draft,پدیده‌های کوانتومی,,https://qpedia.ir/topological-superconductivity/,2759,2026-09-09 09:49:48
اثر آهارونوف-بوهم؛ فاز بدون میدان محلی,aharonov-bohm-effect,draft,پدیده‌های کوانتومی,,https://qpedia.ir/aharonov-bohm-effect/,2757,2026-09-09 09:49:48
الگوریتم HHL؛ حل معادله با قید ریز چاپ,hhl-algorithm,draft,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/hhl-algorithm/,2756,2026-09-09 09:49:48
انتخاب تأخیری ویلر؛ فوتون از قبل تصمیم نگرفته,wheeler-delayed-choice,draft,تاریخ و آزمایش‌های کوانتوم,آزمایش‌های کوانتومی,https://qpedia.ir/wheeler-delayed-choice/,2750,2026-09-09 09:49:48
تفسیر تراکنشی؛ دست دادن موج رفت و برگشت,transactional-interpretation,draft,تفسیرها و فلسفهٔ کوانتوم,,https://qpedia.ir/transactional-interpretation/,2761,2026-09-09 09:49:48
تونل زنی در میتوکندری؛ الکترون یا پروتون؟,mitochondria-proton-tunneling,draft,فناوری و کاربردهای کوانتومی,زیست‌شناسی کوانتومی,https://qpedia.ir/mitochondria-proton-tunneling/,2744,2026-09-09 09:49:48
ریپیتر کوانتومی؛ چاپارخانهٔ درهم تنیدگی,quantum-repeater,draft,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/quantum-repeater/,2753,2026-09-09 09:49:48
سه جور کیوبیت؛ ابررسانا، یون و فوتون,qubit-types-compared,draft,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/qubit-types-compared/,2752,2026-09-09 09:49:48
شکاف لمب؛ دو تراز که نباید جدا می شدند,lamb-shift,draft,پدیده‌های کوانتومی,,https://qpedia.ir/lamb-shift/,2758,2026-09-09 09:49:48
فروپاشی عینی؛ گربه بدون ناظر می میرد,objective-collapse,draft,تفسیرها و فلسفهٔ کوانتوم,,https://qpedia.ir/objective-collapse/,2763,2026-09-09 09:49:48
محاسبه با اندازه گیری؛ کامپیوتر یک طرفه,measurement-based-quantum-computing,draft,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/measurement-based-quantum-computing/,2755,2026-09-09 09:49:48
نوبل فیزیک ۲۰۱۲؛ یک ذره را گرفتند و نکشتند,nobel-physics-2012,draft,تاریخ و آزمایش‌های کوانتوم,تاریخ کوانتوم,https://qpedia.ir/nobel-physics-2012/,2747,2026-09-09 09:49:48
نوبل فیزیک ۲۰۲۲؛ درهم تنیدگی دیگر فلسفه نیست,nobel-physics-2022,draft,تاریخ و آزمایش‌های کوانتوم,تاریخ کوانتوم,https://qpedia.ir/nobel-physics-2022/,2748,2026-09-09 09:49:48
هوش مصنوعی کوانتومی؛ بیشترش برچسب است,quantum-ai-marketing-hype,draft,نقد شبه‌علم,,https://qpedia.ir/quantum-ai-marketing-hype/,2765,2026-09-09 09:49:48
پروتکل BB84؛ قفل با فوتون نه با عدد سخت,bb84-protocol,draft,فناوری و کاربردهای کوانتومی,رایانش و ارتباطات کوانتومی,https://qpedia.ir/bb84-protocol/,2754,2026-09-09 09:49:48
کریستال درمانی؛ سنگ شفا نمی دهد,crystal-healing-debunked,draft,نقد شبه‌علم,,https://qpedia.ir/crystal-healing-debunked/,2764,2026-09-09 09:49:48
کیوبیسم؛ احتمال مال شماست نه مال جهان,qbism,draft,تفسیرها و فلسفهٔ کوانتوم,,https://qpedia.ir/qbism/,2762,2026-09-09 09:49:48
